course_id,title,num_inst,in_master,master_status,institutions
PHI5934,TOPICS IN PHILOSOPHY,5,no,,FIU;FSU;UCF;UF;UNF
PHM3020,PHILOSOPHY OF LOVE,5,no,,FAU;FSU;UCF;UNF;USF
PHY3722C,ELECTRONICS,5,yes,queued,FAU;FIU;UCF;UNF;UWF
PHY4523,STATISTICAL PHYSICS,5,no,,FAMU;FAU;UF;UNF;USF
PHZ4404,SOLID STATE PHYSICS,5,no,,FAMU;FIU;UCF;UF;UNF
PUR4801,PUBLIC RELATIONS CASES,5,yes,queued,FAMU;UCF;UNF;USF;UWF
REE4103,REAL ESTATE VALUATION,5,no,,FIU;FSU;UCF;UNF;USF
REL3111,RELIGION IN FILM,5,no,,BU;FIU;UCF;UNF;USF
REL4910,INDEPENDENT RESEARCH,5,no,,FIU;STU;UCF;UNF;USF
REL4932,SPECIAL TOPICS,5,no,,FLAC;FSU;UCF;UF;UNF
RTV3001,MEDIA TECHNIQUES,5,no,,FAMU;FSU;UF;UNF;USF
SDS6820,INTERNSHIP,5,no,,FAMU;FAU;FIU;UNF;USF
SOW4322,SOCIAL WORK PRACTICE WITH GROUPS,5,no,,FAMU;FAU;FIU;UCF;UNF
SOW4930,SPECIAL TOPICS IN SOCIAL WELFARE,5,no,,FAMU;FAU;FGCU;UNF;USF
SOW5235,SOCIAL WELFARE POLICY AND SERVICES,5,no,,FAMU;FIU;FSU;UCF;UNF
SPA4104,NEUROLOGICAL BASES OF COMMUNICATION,5,no,,FSU;UCF;UF;UNF;USF
SPM4940,ADVANCED CAREER PREPARATION,5,no,,EWU;FIU;KU;UF;UNF
SPW3030,INTRODUCTION TO HISPANIC LIT,5,no,,FAU;FSU;UF;UNF;USF
STA3032,PROBABILITY AND STATISTICS FOR ENGINEERS,5,no,,FLPOLY;FSU;UCF;UF;UNF
STA3163,STATISTICAL METHODS I,5,no,,EWU;FGCU;FIU;KU;UNF
STA3164,STATISTICAL METHODS II,5,no,,EWU;FAU;FIU;MDC;UNF
STA4202,DESIGN OF EXPERIMENTS,5,no,,FAMU;FIU;FSU;UNF;USF
STA4504,CATEGORICAL DATA ANALYSIS,5,no,,EWU;UCF;UF;UNF;USF
STA6326,MATHEMATICAL STATISTICS I,5,no,,FAU;FIU;UCF;UF;UNF
SYO4300,POLITICAL SOCIOLOGY,5,no,,FIU;FSU;UCF;UF;UNF
TRA4202,LOGISTICS SYSTEMS MANAGEMENT,5,yes,queued,CF;FSCJ;KU;UNF;UWF
TSL4240,ESOL CURRICULUM DEVELOPMENT,5,no,,EWU;LSSC;STU;UCF;UNF
TTE4201,TRAFFIC ENGINEERING,5,no,,FAMU;FIU;FSU;UF;UNF
ZOO4462C,HERPETOLOGY,5,no,,FIU;UCF;UF;UNF;USF
ACG6405,ADV ACCT INFORMATION SYSTEMS,4,no,,FGCU;FIU;UNF;UWF
ACG6835,ACCOUNTING ETHICS,4,no,,FIU;FSU;UCF;UNF
ADV3300,MEDIA PLANNING,4,yes,queued,FGCU;UNF;USF;UWF
AMH3130,REVOLUTIONARY AMERICA,4,no,,FGCU;FLAC;UNF;USF
AMH3170,CIVIL WAR/RECONSTRUCTION,4,no,,FLAC;STU;UNF;USF
AMH3403,MODERN SOUTH,4,yes,queued,FAMU;UCF;UNF;UWF
AMH6935,US HISTORY - 1877-1945,4,no,,FAU;UCF;UNF;USF
AML4242,20TH CENTURY AMERICAN LITERATURE,4,no,,FAU;FLAC;UF;UNF
ANT4241,ANTHROPOLOGY OF RELIGION,4,no,,FGCU;FSU;UNF;USF
ARH3930,SPECIAL TOPICS,4,no,,FIU;FSU;UCF;UNF
ARH4800,AESTHETICS OF ART,4,no,,FSU;UCF;UNF;USF
ARH4941,INTERNSHIP,4,no,,FIU;FSU;UCF;UNF
ART3442C,PRINTMAKING: INTAGLIO,4,yes,queued,FSU;UF;UNF;UWF
ART3560C,FIGURE PAINTING,4,no,,FIU;FSU;UF;UNF
ART4710C,ADVANCED SCULPTURE,4,no,,UCF;UF;UNF;USF
ASH3200,ANCIENT NEAR EAST,4,no,,FSU;UCF;UF;UNF
ATR5105C,ATHLETIC TRAINING TECHNIQUES,4,no,,FIU;UNF;USF;UWF
ATR5218C,PHYSICAL EXAMINATION II,4,no,,FIU;UNF;USF;UWF
BCH4033,BIOCHEMISTRY I,4,no,,FAMU;FGCU;UNF;USF
BCH4034,BIOCHEMISTRY II,4,no,,FAMU;FGCU;UNF;USF
BCN3223C,SOILS AND CONCRETE,4,no,,EU;KU;UF;UNF
BCN3224C,CONSTRUCTION TECHNIQUES,4,yes,queued,EU;UF;UNF;UWF
BCN3611C,CONSTRUCTION ESTIMATING I,4,no,,FGCU;FIU;UF;UNF
BCN4753C,CONSTRUCTION FINANCE,4,no,,FGCU;SSCF;UF;UNF
BOT4404C,PHYCOLOGY,4,yes,queued,FIU;UNF;USF;UWF
CAP4630,ARTIFICIAL INTELLIGENCE,4,no,,FAU;FLPOLY;UCF;UNF
CCJ2002,CRIME IN AMERICA,4,yes,queued,CFK;FAU;UNF;UWF
CCJ4681,DOMESTIC VIOLENCE,4,no,,FGCU;UCF;UNF;USF
CCJ4939,SENIOR CAPSTONE SEMINAR,4,no,,FAMU;UNF;USF;UWF
CCJ6946,INTERNSHIP PROGRAM,4,no,,FIU;UCF;UNF;UWF
CDA3100,COMPUTER ARCHITECTURE,4,no,,FLPOLY;FSU;SSCF;UNF
CEN4360C,MOBILE DEVICE SOFTWARE DEVELOPMENT,4,no,,UCF;UNF;USF;VC
CGN4905,INDEPENDENT STUDY,4,no,,FAU;UF;UNF;USF
CGN4949,CO-OP WORK EXPERIENCE,4,no,,FIU;UCF;UF;UNF
CHM4410,PHYSICAL CHEMISTRY I,4,no,,FAMU;FSU;UNF;USF
CHM4410L,PHYSICAL CHEMISTRY I LAB,4,no,,FAMU;FSU;UNF;USF
CHM4411L,PHYSICAL CHEMISTRY II LAB,4,no,,FAMU;FSU;UF;UNF
CIS4910,DATA PROCESSING PROJECT,4,no,,FAMU;PSC;UNF;USF
CIS5930,SPECIAL TOPICS,4,no,,FAMU;FSU;UCF;UNF
CIS7980,PH.D. DISSERTATION,4,no,,FIU;UF;UNF;USF
CJJ3010,JUVENILE DELINQUENCY,4,no,,EWU;FAMU;STU;UNF
COM3003,HUMAN COMMUNICATION,4,yes,queued,FIU;UCF;UNF;UWF
COM4905,DIRECTED STUDY,4,no,,FAU;FSU;UNF;UWF
COP3045C,PYTHON PROGRAMMING II,4,no,,AU;EWU;FIU;UNF
COP3331,ADVANCED JAVA,4,no,,PSC;STU;UNF;USF
CPO3643,RUSSIAN POLITICS,4,no,,FAMU;FIU;UNF;USF
CPO4034,POLITICS OF THE THIRD WORLD,4,no,,FIU;UF;UNF;USF
CRW2201,INTRODUCTION TO CREATIVE NONFICTION,4,no,,FSCJ;NWFSC;SCFMS;UNF
CRW2930,SPECIAL TOPICS,4,no,,SSCF;UCF;UNF;VC
CRW3211,CREATIVE NONFICTION WORKSHOP,4,no,,FAMU;UCF;UNF;USF
CRW3310,POETRY WRITING,4,yes,queued,UCF;UF;UNF;UWF
CRW4320,ADVANCED POETRY,4,no,,FGCU;FSU;UCF;UNF
DEP4464,PSYCHOLOGY OF AGING,4,no,,FAU;FIU;UF;UNF
DEP4482,DEATH AND DYING,4,no,,FGCU;KU;STU;UNF
ECO4903,UNDERGRADUATE SEMINAR,4,no,,FGCU;FIU;UCF;UNF
ECO4933,TOPICS IN THEORY,4,no,,FAU;FIU;FSU;UNF
ECO6906,INDEPENDENT STUDY,4,no,,FAU;UF;UNF;USF
ECS3013,ECONOMIC DEVELOPMENT,4,no,,FAU;FIU;UNF;USF
EDA6271C,COMPUTERS AND LEADERSHIP,4,no,,FAMU;FIU;UF;UNF
EDA7193,INSTRUCTIONAL LEADERSHIP,4,no,,FGCU;UCF;UNF;USF
EDG3321,GENERAL TEACHING SKILLS,4,no,,DORAL;FIU;MDC;UNF
EDG6415,PRINCIPLES OF INSTRUCTION AND CLASSROOM MANAGEMENT,4,no,,UCF;UF;UNF;UWF
EDH6041,HIGHER EDUCATION ADVISING,4,no,,FGCU;FIU;UNF;UWF
EDS6050,HUMAN RESOURCES DEVELOPMENT,4,no,,DORAL;FAU;FGCU;UNF
EEE3308C,ELECTRONIC CIRCUITS 1,4,yes,queued,FLPOLY;UF;UNF;UWF
EEL4005,MEASUREMENTS AND INSTRUMENTATION FOR ELECTRICAL ENGINEERS,4,no,,FAMU;FIU;FSU;UNF
EEL4440C,OPTICAL ENGINEERING,4,no,,FAMU;UCF;UF;UNF
EEL6935,SPECIAL TOPICS IN ELECTRICAL ENGINEERING,4,no,,FAU;UF;UNF;USF
EEX4861,INTERNSHIP,4,no,,FAU;FIU;FSU;UNF
EEX6025,FOUNDATIONS OF SPECIAL EDUCATION,4,no,,FGCU;UNF;USF;UWF
EEX6747,ETHICS IN APPLIED BEHAVIOR ANALYSIS,4,no,,FAU;FIU;UCF;UNF
EME4673,FOUNDATIONS OF INSTRUCTIONAL DESIGN,4,yes,queued,SPC;UF;UNF;UWF
EME6405,EDUCATIONAL WEB DESIGN,4,no,,FGCU;FIU;UCF;UNF
EML3101,THERMODYNAMICS II,4,no,,FAMU;FIU;UCF;UNF
EML4140,HEAT TRANSFER,4,no,,FIU;FLPOLY;UF;UNF
EML4552C,SENIOR DESIGN PROJECT II,4,no,,FAMU;FSU;UNF;USF
ENC3250,PROFESSIONAL WRITING,4,no,,FGCU;UCF;UF;UNF
ENC4940,WRITING INTERNSHIP,4,no,,UF;UNF;USF;UWF
ENL3333,SHAKESPEARE,4,no,,FLAC;STU;UNF;USF
ENT3503,SOCIAL ENTREPRENEURSHIP,4,no,,FGCU;STU;UF;UNF
ESE6215,THE SECONDARY SCHOOL CURRICULUM,4,no,,FAU;FIU;UF;UNF
EUH3142,RENAISSANCE AND REFORMATION,4,no,,FGCU;UCF;UNF;USF
EUH3451,HISTORY OF MODERN FRANCE,4,no,,FAU;FGCU;UCF;UNF
EVR4940,ENVIRONMENTAL INTERNSHIP,4,no,,FGCU;UCF;UNF;USF
FIL3363C,DOCUMENTARY PRODUCTION,4,no,,FSU;KU;UCF;UNF
FIN6455,FINANCIAL MODELING,4,no,,FAU;FIU;UNF;USF
FIN6605,INTERNATIONAL FINANCE,4,no,,AU;FAU;UNF;USF
FIN6906,INDEPENDENT STUDY,4,no,,FAU;FIU;UNF;USF
FIN6936,SPECIAL TOPICS IN FINANCE,4,no,,FAU;FIU;UF;UNF
FOS4041C,FOOD SCIENCE,4,no,,FIU;KU;UNF;USF
FRE3300,FRENCH GRAMMAR,4,no,,FGCU;UCF;UF;UNF
FRE3502,FRENCH & FRANCOPHONE CULTURES,4,no,,FGCU;UF;UNF;USF
GEB4113,ENTREPRENEURSHIP,4,no,,FAMU;FSU;PBSC;UNF
GEB4940C,BUSINESS INTERNSHIP,4,no,,CC;FIU;PBSC;UNF
GEO3372,CONSERVATION OF RESOURCES,4,yes,queued,RU;UF;UNF;UWF
GEO3502,ECONOMIC GEOGRAPHY,4,no,,FIU;FSU;UF;UNF
GRA4154C,ADVANCED ILLUSTRATION,4,yes,queued,FAU;UCF;UNF;UWF
GRA4423C,GRAPHIC DESIGN PROFESSIONAL PRACTICES,4,no,,JMVU;SPC;UNF;USF
HIS4936,SEMINARS,4,no,,FGCU;FSU;UNF;USF
HIS4940,INTERNSHIP IN HISTORY,4,no,,FGCU;UNF;USF;UWF
HIS5067,PUBLIC HISTORY,4,no,,FIU;FSU;UCF;UNF
HSA4150,HEALTH POLICY AND POLITICS,4,no,,FAMU;FIU;RU;UNF
HSA4905,INDEPENDENT STUDY,4,no,,FAU;FIU;UNF;UWF
HSA6520,MANAGERIAL EPIDEMIOLOGY,4,no,,FGCU;FNU;UCF;UNF
HSA6905,DIRECTED STUDY IN HEALTH SERVICES ADMINISTRATION,4,no,,FGCU;FIU;UF;UNF
HSC3555C,PATHOPHYSIOLOGY,4,yes,queued,FAMU;SFC;UNF;UWF
HSC4800,PROFESSIONAL PREPARATION IN PUBLIC HEALTH,4,no,,EWU;FAMU;UF;UNF
HSC4906,INDIV STUDY AND RESEARCH,4,no,,FAMU;FGCU;UCF;UNF
IDS4914,UNDERGRADUATE RESEARCH,4,no,,FAU;UCF;UNF;USF
INR3084,TERRORISM TODAY,4,no,,FSU;UF;UNF;USF
INR4334,NATIONAL SECURITY POLICY,4,yes,queued,FAMU;FSU;UNF;UWF
INR5105,AMERICAN FOREIGN POLICY,4,no,,FAMU;FIU;UNF;UWF
ISM4210,DATABASE MANAGEMENT,4,no,,EWU;FIU;UF;UNF
ISM4400,DECISION SUPPORT SYSTEMS,4,yes,queued,FAMU;FIU;UNF;UWF
ISM6404,BI AND VISUALIZATION TOOLS,4,no,,FAU;FGCU;FIU;UNF
JOU4930,SPECIAL TOPICS IN JOURNALISM,4,no,,FAU;FGCU;UF;UNF
LAE6339,SPECIAL METHODS IN TEACHING ENGLISH,4,no,,FIU;UF;UNF;USF
LIS1001,LIBRARY SKILLS,4,no,,FSCJ;NFC;NWFSC;UNF
LIT3333,LITERATURE FOR ADOLESCENTS,4,no,,FAMU;FAU;TCF;UNF
MAC2241,CALCULUS FOR BIOLOGY,4,no,,FAU;FIU;UNF;USF
MAE3312,HOW CHILDREN LEARN MATH,4,no,,FGC;SCFMS;UF;UNF
MAN4240,ORGANIZATION BEHAVIOR,4,no,,FAMU;RU;UCF;UNF
MAN4329,PEOPLE ANALYTICS,4,no,,TSC;UCF;UNF;USF
MAN6296,ORGANIZATIONAL LEADERSHIP,4,no,,FAU;UCF;UIC;UNF
MAN6305,HUMAN RESOURCE MANAGEMENT,4,no,,FGCU;UCF;UNF;USF
MAN6446,NEGOTIATIONS,4,no,,FAU;FIU;UF;UNF
MAN6525,QUALITY MANAGEMENT,4,no,,FAU;FIU;UIC;UNF
MAN6601,INTERNATIONAL MANAGEMENT,4,no,,FGCU;FIU;UNF;USF
MAP4314,DYNAMICAL SYSTEMS,4,no,,FGCU;FLPOLY;UF;UNF
MAS3203,NUMBER THEORY,4,no,,EWU;FAU;UCF;UNF
MCB5205,MICROBES & DISEASE,4,no,,UCF;UF;UNF;UWF
MCB5505,VIROLOGY,4,no,,FSU;UCF;UF;UNF
MHS6423,COUNSELING ADOLESCENTS,4,no,,FAU;FGCU;UNF;USF
MHS6428,COUNSELING ACROSS POPULATIONS,4,no,,FGCU;FIU;UF;UNF
MHS6510,GROUP COUNSELING,4,no,,FAU;FIU;UCF;UNF
MHS6905,INDIVIDUAL STUDY,4,no,,FAU;FGCU;UNF;USF
MSL4905,INDEPENDENT STUDY,4,no,,FSCJ;UF;UNF;UWF
MUC3232,COMPOSITION 2,4,no,,FIU;UF;UNF;USF
MUE4311,GENERAL MUSIC METHODS,4,no,,FAU;UCF;UNF;USF
MUG4102,CONDUCTING II,4,no,,FAMU;FLAC;FSU;UNF
MUG4202,CHORAL CONDUCTING,4,no,,FAU;FIU;UF;UNF
MUL4602,VOCAL LITERATURE,4,no,,FAU;FGCU;UF;UNF
MUL4643,CHORAL LITERATURE,4,no,,FAU;FIU;UCF;UNF
MUM1620C,SOUND AND STAGE,4,no,,NWFSC;SCFMS;UNF;VC
MUN3123,CONCERT BAND,4,yes,queued,FLAC;UF;UNF;UWF
MUN3143,WIND SYMPHONY,4,no,,UCF;UF;UNF;USF
MUN3333,GLEE CLUB,4,no,,FGCU;UCF;UF;UNF
MUN3427,FLUTE CHOIR,4,yes,queued,UCF;UNF;USF;UWF
MUN3433,BRASS CHOIR,4,no,,FAMU;UCF;UNF;USF
MUN6215,UNIVERSITY ORCHESTRA,4,no,,FAU;UF;UNF;USF
MUN6315,CONCERT CHOIR,4,no,,FAU;UF;UNF;USF
MUN6445,PERCUSSION ENSEMBLE,4,no,,FAU;UF;UNF;USF
MUN6715,JAZZ ENSEMBLE,4,no,,FAU;UF;UNF;USF
MUS2241,ITALIAN DICTION,4,yes,queued,FIU;UF;UNF;UWF
MUT5316,ORCHESTRATION,4,no,,FIU;FSU;UCF;UNF
MVJ1016,APPLIED JAZZ SAXOPHONE I,4,no,,FSU;FSWSC;MDC;UNF
MVJ1318,APPLIED JAZZ BASS 1,4,no,,FIU;FSU;MDC;UNF
MVJ2326,APPLIED JAZZ SAXOPHONE II,4,no,,FIU;FSU;MDC;UNF
MVJ2328,APPLIED JAZZ BASS 2,4,no,,FIU;FSU;MDC;UNF
MVJ3339,APPLIED SET DRUMS,4,no,,FIU;FSU;UCF;UNF
MVW4241,SECONDARY APPLIED FLUTE,4,no,,FIU;FLAC;FSU;UNF
MVW4243,SECONDARY APPLIED CLARINET,4,no,,FIU;FLAC;FSU;UNF
NGR5110,NURSING RESEARCH,4,no,,FAMU;FIU;FNU;UNF
NGR6404,ADVANCED BIOSCIENCE FOR ANESTHESIOLOGY NURSING I,4,no,,FIU;FSU;UNF;USF
NGR6405,ADVANCED BIOSCIENCE FOR ANESTHESIOLOGY NURSING II,4,no,,FGCU;FIU;FSU;UNF
NGR6424,PRINCIPLES OF ANESTHESIOLOGY NURSING IV,4,no,,FIU;FSU;UNF;USF
NGR6461,PHARMACOLOGY OF ANESTHESIOLOGY NURSING II,4,no,,FGCU;FIU;FSU;UNF
NGR6673,EPIDEMIOLOGY FOR NURSING SCIENCE,4,no,,FAU;FSU;UNF;USF
NGR7768,BASIS OF ADVANCED PRACTICE NURSING,4,no,,FAU;FGCU;UNF;USF
NSC1101L,NAVAL SCIENCE LABORATORY,4,no,,SFC;UF;UNF;USF
NUR3167,NURSE AS A SCHOLAR,4,no,,BC;GCSC;UCF;UNF
NUR3226C,ADULT HEALTH NURSING I,4,no,,FGCU;FIU;FNU;UNF
NUR4950C,CAPSTONE,4,no,,CF;SPC;TSC;UNF
OCE3008,OCEANOGRAPHY,4,no,,BC;FAU;UCF;UNF
PAD5605,ADMINISTRATIVE LAW,4,no,,FNU;FSU;UNF;USF
PAD6060,SEMINAR IN PUBLIC MANAGEMENT,4,no,,FAMU;FGCU;UNF;USF
PAD6142,MANAGEMENT OF NONPROFIT ORGANIZATIONS,4,no,,FAU;FIU;UCF;UNF
PAD6836,COMPARATIVE PUBLIC ADMINISTRATION,4,no,,FAMU;FIU;UCF;UNF
PCB4843C,CELLULAR AND MOLECULAR NEUROSCIENCE,4,no,,FAU;FSU;UCF;UNF
PEM1104,PHYSICAL CONDITIONING,4,no,,EWU;MDC;SJRSC;UNF
PET4550,EXERCISE TESTING AND PRESCRIPTION,4,no,,EWU;FAU;UNF;USF
PET4943,STUDENT TEACHING GRADES K-12,4,no,,FAMU;FIU;KU;UNF
PHC6011,EPIDEMIOLOGY METHODS II,4,no,,FAMU;UF;UNF;USF
PHC6020,CLINICAL EPIDEMIOLOGY,4,no,,FIU;UF;UNF;USF
PHC6051,BIOSTATISTICS II,4,no,,FAMU;UF;UNF;USF
PHH3500,KANT TO NIETZSCHE,4,no,,FAMU;FGCU;FSU;UNF
PHH3930,SPECIAL TOPICS,4,no,,FAU;FGCU;UCF;UNF
PHP4782,PHENOMENOLOGY,4,no,,FAU;FIU;UCF;UNF
PHT6606C,CRITICAL INQUIRY I,4,no,,FGCU;UCF;UNF;USF
PHY3220,CLASSICAL MECHANICS,4,yes,queued,UCF;UNF;USF;UWF
PHY4911C,PHYSICS CAPSTONE 2,4,no,,FGCU;FLPOLY;UF;UNF
PHY4930,SPECIAL TOPICS IN PHYSICS,4,no,,FGCU;FLPOLY;UNF;USF
POS4624,CONSTITUTIONAL LAW II,4,no,,FSU;UF;UNF;USF
POS4932,SPECIAL TOPICS,4,no,,FAU;FSU;UCF;UNF
POT3003,POLITICAL THEORISTS,4,no,,FGCU;FSU;UNF;USF
PSB4434,NEUROPHARMACOLOGY,4,no,,FGCU;FIU;UF;UNF
PSY4906,DIRECTED INDIVIDUAL STUDY,4,no,,FAMU;FAU;UCF;UNF
RED6656,READING STRATEGIES & SUPPORT,4,no,,FAU;FGCU;UNF;USF
REL3120,RELIGION IN AMERICA,4,no,,FIU;UF;UNF;USF
REL3340,BUDDHISM,4,no,,FIU;FSU;UCF;UNF
REL3930,SPECIAL TOPICS,4,no,,FGCU;STU;UCF;UNF
SCE4320,SPECIAL METHODS: MIDDLE GRADES SCIENCE,4,yes,queued,FSU;UNF;USF;UWF
SOW2031,INTRODUCTION TO SOCIAL WORK,4,no,,FGCU;FSWSC;PESC;UNF
SOW3620,SOCIAL WORK AND HUMAN DIVERSITY,4,no,,EWU;FIU;UCF;UNF
SOW4700,SOCIAL WORK AND CHEMICAL ADDICTION,4,yes,queued,FAMU;FAU;UNF;UWF
SOW6125,PSYCHOPATHOLOGY,4,no,,FAU;FIU;UNF;UWF
SPM3024,ISSUES IN SPORT,4,no,,EFSC;EWU;FGCU;UNF
SPM3403,SPORTS COMMUNICATION,4,yes,queued,EWU;UF;UNF;UWF
SPM4703,SPORT ANALYTICS,4,yes,queued,FSU;UF;UNF;UWF
SPM4905,DIRECTED INDIVIDUAL STUDY,4,no,,FSU;UF;UNF;UWF
SPM4941C,SPORT MANAGEMENT INTERNSHIP,4,no,,EWU;FSU;UF;UNF
SPM5206,SPORT ETHICS,4,no,,FAMU;FSU;UF;UNF
SPM5308,MARKETING SPORT,4,no,,FAMU;FIU;FSU;UNF
STA4664,STATISTICAL QUALITY CONTROL,4,no,,FIU;FSU;UCF;UNF
STA5126,STATISTICS FOR DATA SCIENCE I,4,no,,FIU;FSU;UNF;UWF
STA6167,STATISTICAL METHODS II,4,no,,FIU;UF;UNF;USF
STA6327,MATHEMATICAL STATISTICS II,4,no,,FIU;UCF;UF;UNF
STA6707,MULTIVARIATE METHODS,4,no,,UCF;UF;UNF;UWF
SYD4510,ENVIRONMENT AND SOCIETY,4,no,,FSU;UCF;UF;UNF
SYO4400,MEDICAL SOCIOLOGY,4,no,,UCF;UF;UNF;USF
TAX6105,CORPORATE TAXATION,4,no,,FAU;FIU;UF;UNF
TAX6405,ESTATE AND GIFT ISSUES,4,no,,FAU;FGCU;UNF;UWF
TPP3103,ACTING II,4,no,,FSU;UCF;UF;UNF
TRA4721,GLOBAL LOGISTICS,4,no,,CF;FAMU;KU;UNF
TSL4441,ASSESSMENT IN ESOL SETTINGS,4,no,,DORAL;FSU;STU;UNF
TSL6440,ASSESSMENT ISSUES IN TESOL,4,no,,FAU;UCF;UF;UNF
TTE4004C,TRANSPORTATION ENGINEERING,4,no,,FLPOLY;UF;UNF;USF
TTE6315,HIGHWAY SAFETY ANALYSIS,4,no,,UCF;UF;UNF;USF
ZOO4407,BIOLOGY OF SHARKS AND RAYS,4,no,,FAU;FIU;FSU;UNF
ZOO4485,MARINE MAMMAL BIOLOGY,4,yes,queued,UF;UNF;USF;UWF
ACG3501,FUND ACCOUNTING,3,no,,RU;UCF;UNF
ACG4842,DATA ANALYSIS FOR ACCOUNTING,3,no,,KU;UNF;USF
ACG6305,ADVANCED MANAGERIAL ACCOUNTING,3,no,,EU;UCF;UNF
ACG6805,ACCOUNTING THEORY,3,no,,UCF;UNF;UWF
ACG6936,SPECIAL TOPICS,3,no,,FAU;UNF;USF
ADV3101,ADVERTISING CREATIVITY,3,no,,FGCU;UNF;USF
AMH3402,THE OLD SOUTH TO 1865,3,no,,FAMU;UCF;UNF
AMH3511,THE UNITED STATES IN WORLD AFFAIRS,3,no,,FLAC;UF;UNF
AMH3530,US IMMIGRATION HISTORY,3,no,,FAU;FGCU;UNF
AMH3544,AMERICA IN VIET NAM,3,no,,FSU;UF;UNF
AMH3580,AMERICAN INDIAN HISTORY,3,no,,FGCU;UCF;UNF
AML6506,STUDIES IN EARLY AMERICAN LIT,3,no,,FGCU;UNF;UWF
AML6507,STUDIES IN LATER AMERICAN LIT,3,no,,FGCU;UNF;UWF
ANT4158,FLORIDA ARCHAEOLOGY,3,no,,FAU;UNF;USF
ANT4180,ARCHAEOLOGICAL LAB METHODS,3,no,,FSU;UNF;USF
ANT4274,POLITICAL ANTHROPOLOGY,3,no,,FAU;UF;UNF
ANT4931,CAPSTONE IN ANTHROPOLOGY,3,no,,FGCU;UF;UNF
ANT4970,HONORS THESIS,3,no,,UCF;UNF;USF
APK4120C,CLINICAL EXERCISE PHYSIOLOGY,3,no,,FGCU;UF;UNF
APK4941C,EXERCISE SCIENCE INTERNSHIP,3,no,,UNF;USF;UWF
APK5702,APPLIED SPORT SCIENCE,3,no,,UF;UNF;UWF
APK6127C,HUMAN PHYSIOLOGICAL ASSESSMENT,3,no,,UCF;UNF;UWF
APK6176,ADVANCED CONCEPTS IN STRENGTH TRAINING,3,no,,UCF;UF;UNF
APK6226C,SPORT BIOMECHANICS,3,no,,UF;UNF;UWF
ARH3130,GREEK ART,3,no,,FSU;UF;UNF
ARH3150,ANCIENT ROMAN ART AND ARCHITECTURE,3,yes,queued,FSU;UNF;UWF
ARH3350,BAROQUE ART,3,yes,queued,FIU;UNF;UWF
ARH3631,AFRICAN-AMERICAN ART,3,no,,UCF;UF;UNF
ART1600C,COMPUTER ART,3,no,,BC;CC;UNF
ART3420C,PRINTMAKING: LITHOGRAPHY,3,no,,FSU;UF;UNF
ART3443C,RELIEF PRINTMAKING,3,no,,FGCU;FSU;UNF
ART3709C,INTERMEDIATE SCULPTURE,3,no,,UCF;UNF;USF
ASH3440,HISTORY OF JAPAN,3,no,,FIU;FSU;UNF
ATR3102,ATHLETIC TRAINING I,3,no,,FSU;UCF;UNF
ATR3512,ATHLETIC HEALTH CARE ADMIN,3,no,,FGCU;FSU;UNF
ATR5306C,THERAPEUTIC INTERVENTIONS I,3,no,,UCF;UNF;USF
ATR5307C,THERAPEUTIC INTERVENTIONS II,3,no,,UCF;UNF;USF
ATR5815C,CLINICAL INTEGRATION I,3,no,,UNF;USF;UWF
ATR5825C,CLINICAL INTEGRATION II,3,no,,UNF;USF;UWF
ATR6835C,CLINICAL INTEGRATION III,3,no,,UNF;USF;UWF
ATR6845C,CLINICAL INTEGRATION IV,3,no,,UNF;USF;UWF
BCH4033L,BIOCHEMISTRY I LAB,3,no,,FAMU;FGCU;UNF
BCH4034L,BIOCHEMISTRY II LAB,3,no,,FAMU;FGCU;UNF
BCN4431,STRUCTURES I,3,yes,queued,FIU;UNF;UWF
BCN4730,CONSTRUCTION SAFETY,3,no,,EU;FGCU;UNF
BCN6618,CONSTRUCTION ESTIMATING,3,no,,EU;FGCU;UNF
BCN6748,CONSTRUCTION LAW,3,no,,FGCU;UF;UNF
BSC1930,BIOLOGICAL ISSUES,3,no,,FAU;SPC;UNF
BSC2932,SELECTED TOPICS IN BIOLOGY,3,no,,SFSC;UNF;USF
BSC4022,BIOLOGY OF AGING,3,no,,FAU;FNU;UNF
BSC6840,CRITICAL SKILLS IN SCIENCE,3,no,,FGCU;UNF;UWF
CAP4052,GAME DEVELOPMENT,3,no,,FIU;FLPOLY;UNF
CAP4767,DATA MINING,3,no,,FGCU;MDC;UNF
CAP6100,USER EXPERIENCE DESIGN,3,no,,UCF;UNF;USF
CAP6610,MACHINE LEARNING,3,no,,FAU;UF;UNF
CCJ4935,CURRENT TOPICS IN CRIMINAL JUSTICE,3,no,,EWU;FAMU;UNF
CCJ4938,SPECIAL TOPICS IN CRIMINOLOGY,3,no,,FAMU;FSU;UNF
CCJ5456,THE ADMINISTRATION OF JUSTICE,3,no,,FSU;UCF;UNF
CCJ6709,FIELD RESEARCH METHODS,3,no,,FAU;FGCU;UNF
CEG6515,SLOPE STABILITY,3,no,,UCF;UF;UNF
CEN6070,SOFTWARE VERIFICATION,3,no,,FIU;UF;UNF
CES6715,PRESTRESSED CONCRETE,3,no,,FAU;UCF;UNF
CGN4911,SUPERVISED UNDERGRADUATE RESEARCH,3,no,,FAU;FIU;UNF
CGN5320,GIS IN CIVIL AND ENVIRONMENTAL,3,no,,FGCU;FIU;UNF
